"","year","month","day","gram","counts"
"11755",2020,11,18,"at home",2267
"11756",2020,11,18,"death toll",2207
"11757",2020,11,18,"pfizer biontech",2126
"11758",2020,11,18,"casos covid",2084
"11759",2020,11,18,"19 vaccines",2060
"11760",2020,11,18,"covid19 cases",2017
"11761",2020,11,18,"new coronavirus",1983
"11762",2020,11,18,"coronavirus deaths",1968
"11763",2020,11,18,"stay home",1952
"11764",2020,11,18,"covid19 covid_19",1851
"11765",2020,11,18,"coronavirus covid",1850
"11766",2020,11,18,"nuevos casos",1818
"11767",2020,11,18,"covid_19 coronavirus",1795
"11768",2020,11,18,"cases rise",1752
"11769",2020,11,18,"18 11",1737
"11770",2020,11,18,"test positive",1718
"11771",2020,11,18,"protokol kesehatan",1713
"11772",2020,11,18,"united states",1674
"11773",2020,11,18,"via youtube",1668
"11774",2020,11,18,"11 2020",1666
"11775",2020,11,18,"vacuna covid",1658
"11776",2020,11,18,"positive coronavirus",1599
"11777",2020,11,18,"dolly parton",1584
"11778",2020,11,18,"good news",1555
"11779",2020,11,18,"quarter million",1553
"11780",2020,11,18,"19 restrictions",1550
"11781",2020,11,19,"covid 19",165355
"11782",2020,11,19,"19 cases",7913
"11783",2020,11,19,"19 vaccine",6661
"11784",2020,11,19,"19 pandemic",5622
"11785",2020,11,19,"coronavirus cases",4901
"11786",2020,11,19,"coronavirus covid19",4400
"11787",2020,11,19,"250 000",4389
"11788",2020,11,19,"covid19 coronavirus",4169
"11789",2020,11,19,"coronavirus pandemic",3550
"11790",2020,11,19,"new cases",3322
"11791",2020,11,19,"stay home",3256
"11792",2020,11,19,"task force",2979
"11793",2020,11,19,"coronavirus vaccine",2845
"11794",2020,11,19,"wear mask",2757
"11795",2020,11,19,"new covid",2738
"11796",2020,11,19,"white house",2656
"11797",2020,11,19,"covid19 pandemic",2553
"11798",2020,11,19,"positive covid",2511
"11799",2020,11,19,"public health",2440
"11800",2020,11,19,"greatest hoax",2185
"11801",2020,11,19,"hoax ever",2180
"11802",2020,11,19,"19 deaths",2166
"11803",2020,11,19,"fight covid19",2155
"11804",2020,11,19,"ever perpetrated",2153
"11805",2020,11,19,"coronavirus task",2139
"11806",2020,11,19,"due covid",2124
"11807",2020,11,19,"new york",2091
"11808",2020,11,19,"unsuspecting public",2063
"11809",2020,11,19,"covid19 cases",2038
"11810",2020,11,19,"perpetrated unsuspecting",2032
"11811",2020,11,19,"via youtube",1962
"11812",2020,11,19,"tested positive",1943
"11813",2020,11,19,"casos covid",1886
"11814",2020,11,19,"covid19 vaccine",1873
"11815",2020,11,19,"new coronavirus",1866
"11816",2020,11,19,"nuevos casos",1791
"11817",2020,11,19,"19 test",1781
"11818",2020,11,19,"19 11",1781
"11819",2020,11,19,"coronavirus covid",1774
"11820",2020,11,19,"top pathologist",1746
"11821",2020,11,19,"19 patients",1734
"11822",2020,11,19,"19 vaccines",1655
"11823",2020,11,19,"19 via",1648
"11824",2020,11,19,"pathologist claims",1548
"11825",2020,11,19,"death toll",1534
"11826",2020,11,19,"united states",1490
"11827",2020,11,19,"covid19 covid_19",1458
"11828",2020,11,19,"social distancing",1454
"11829",2020,11,19,"19 testing",1437
"11830",2020,11,19,"joe biden",1419
"11831",2020,11,19,"spread covid",1403
"11832",2020,11,20,"covid 19",163093
"11833",2020,11,20,"19 vaccine",9239
"11834",2020,11,20,"donald trump",8525
"11835",2020,11,20,"19 cases",7261
"11836",2020,11,20,"trump jr",7261
"11837",2020,11,20,"tests positive",6807
"11838",2020,11,20,"positive covid",5874
"11839",2020,11,20,"19 pandemic",5587
"11840",2020,11,20,"positive coronavirus",5200
"11841",2020,11,20,"tested positive",4921
"11842",2020,11,20,"coronavirus covid19",4149
"11843",2020,11,20,"coronavirus cases",3880
"11844",2020,11,20,"covid19 coronavirus",3747
"11845",2020,11,20,"jr tests",3637
"11846",2020,11,20,"emergency use",3517
"11847",2020,11,20,"new cases",3295
"11848",2020,11,20,"coronavirus pandemic",3120
"11849",2020,11,20,"coronavirus vaccine",3103
"11850",2020,11,20,"new covid",2895
"11851",2020,11,20,"wear mask",2651
"11852",2020,11,20,"100 000",2456
"11853",2020,11,20,"pfizer biontech",2403
"11854",2020,11,20,"covid19 pandemic",2315
"11855",2020,11,20,"stay home",2300
"11856",2020,11,20,"white house",2206
"11857",2020,11,20,"public health",2200
"11858",2020,11,20,"11 2020",2152
"11859",2020,11,20,"19 deaths",2043
"11860",2020,11,20,"rick scott",2011
"11861",2020,11,20,"19 patients",2004
"11862",2020,11,20,"use covid",1975
"11863",2020,11,20,"new york",1939
"11864",2020,11,20,"due covid",1903
"11865",2020,11,20,"covid19 vaccine",1878
"11866",2020,11,20,"casos covid",1848
"11867",2020,11,20,"covid19 cases",1845
"11868",2020,11,20,"20 11",1686
"11869",2020,11,20,"coronavirus covid",1592
"11870",2020,11,20,"100 mil",1565
"11871",2020,11,20,"nuevos casos",1548
"11872",2020,11,20,"19 vaccines",1524
"11873",2020,11,20,"via youtube",1496
"11874",2020,11,20,"11 20",1463
"11875",2020,11,20,"new coronavirus",1423
"11876",2020,11,20,"19 via",1402
"11877",2020,11,20,"social distancing",1393
"11878",2020,11,20,"get covid",1366
"11879",2020,11,20,"19 test",1363
"11880",2020,11,20,"covid19 covid",1360
"11881",2020,11,20,"spread covid",1351
"11882",2020,11,20,"test positive",1340
"11883",2020,11,21,"covid 19",116677
"11884",2020,11,21,"19 cases",6579
"11885",2020,11,21,"donald trump",4865
"11886",2020,11,21,"19 vaccine",4284
"11887",2020,11,21,"coronavirus cases",3981
"11888",2020,11,21,"19 pandemic",3631
"11889",2020,11,21,"coronavirus covid19",3190
"11890",2020,11,21,"trump jr",3055
"11891",2020,11,21,"new cases",3029
"11892",2020,11,21,"new covid",2847
"11893",2020,11,21,"coronavirus pandemic",2833
"11894",2020,11,21,"covid19 coronavirus",2675
"11895",2020,11,21,"positive covid",2529
"11896",2020,11,21,"tests positive",2216
"11897",2020,11,21,"tested positive",2112
"11898",2020,11,21,"wear mask",1890
"11899",2020,11,21,"positive coronavirus",1828
"11900",2020,11,21,"coronavirus vaccine",1710
"11901",2020,11,21,"12 million",1656
"11902",2020,11,21,"stay home",1644
"11903",2020,11,21,"new coronavirus",1542
"11904",2020,11,21,"19 deaths",1518
"11905",2020,11,21,"21 11",1432
"11906",2020,11,21,"new york",1424
"11907",2020,11,21,"covid19 pandemic",1418
"11908",2020,11,21,"covid19 cases",1383
"11909",2020,11,21,"casos covid",1349
"11910",2020,11,21,"19 meslek",1342
"11911",2020,11,21,"covid19 covid",1335
"11912",2020,11,21,"coronavirus covid",1312
"11913",2020,11,21,"nuevos casos",1302
"11914",2020,11,21,"public health",1279
"11915",2020,11,21,"19 test",1264
"11916",2020,11,21,"due covid",1258
"11917",2020,11,21,"united states",1254
"11918",2020,11,21,"jr tests",1225
"11919",2020,11,21,"000 new",1224
"11920",2020,11,21,"via youtube",1180
"11921",2020,11,21,"meslek hastaliğidir",1172
"11922",2020,11,21,"social distancing",1137
"11923",2020,11,21,"11 2020",1132
"11924",2020,11,21,"19 vaccines",1092
"11925",2020,11,21,"19 patients",1067
"11926",2020,11,21,"19 via",1022
"11927",2020,11,21,"joe biden",1015
"11928",2020,11,21,"19 outbreak",1007
"11929",2020,11,21,"cases covid",996
"11930",2020,11,21,"health care",992
"11931",2020,11,21,"many people",983
"11932",2020,11,21,"250 000",980
"11933",2020,11,21,"covid19 vaccine",960
"11934",2020,11,22,"covid 19",109311
"11935",2020,11,22,"19 vaccine",4853
"11936",2020,11,22,"19 cases",4826
"11937",2020,11,22,"coronavirus cases",4376
"11938",2020,11,22,"19 pandemic",3750
"11939",2020,11,22,"coronavirus covid19",3267
"11940",2020,11,22,"new covid",2826
"11941",2020,11,22,"covid19 coronavirus",2711
"11942",2020,11,22,"new cases",2586
"11943",2020,11,22,"coronavirus pandemic",2540
"11944",2020,11,22,"coronavirus vaccine",2174
"11945",2020,11,22,"donald trump",1965
"11946",2020,11,22,"stay home",1842
"11947",2020,11,22,"wear mask",1837
"11948",2020,11,22,"huntington beach",1771
"11949",2020,11,22,"tested positive",1662
"11950",2020,11,22,"positive covid",1660
"11951",2020,11,22,"11 2020",1610
"11952",2020,11,22,"19 vaccines",1476
"11953",2020,11,22,"coronavirus covid",1451
"11954",2020,11,22,"new york",1432
"11955",2020,11,22,"public health",1393
"11956",2020,11,22,"22 11",1379
"11957",2020,11,22,"nuevos casos",1377
"11958",2020,11,22,"kelly loeffler",1373
"11959",2020,11,22,"covid19 cases",1356
"11960",2020,11,22,"19 deaths",1334
"11961",2020,11,22,"covid19 covid",1302
"11962",2020,11,22,"19 test",1283
"11963",2020,11,22,"casos covid",1280
"11964",2020,11,22,"new coronavirus",1279
"11965",2020,11,22,"social distancing",1262
"11966",2020,11,22,"covid19 pandemic",1217
"11967",2020,11,22,"due covid",1156
"11968",2020,11,22,"cases surge",1132
"11969",2020,11,22,"covid coronavirus",1111
"11970",2020,11,22,"positive coronavirus",1074
"11971",2020,11,22,"get covid",1066
"11972",2020,11,22,"via youtube",1062
"11973",2020,11,22,"covid19 vaccine",1031
"11974",2020,11,22,"united states",1012
"11975",2020,11,22,"south korea",989
"11976",2020,11,22,"24 horas",962
"11977",2020,11,22,"tests positive",956
"11978",2020,11,22,"steal election",944
"11979",2020,11,22,"gon na",942
"11980",2020,11,22,"19 patients",938
"11981",2020,11,22,"19 restrictions",935
"11982",2020,11,22,"cases covid",922
"11983",2020,11,22,"emergency use",910
"11984",2020,11,22,"many people",907
"11985",2020,11,23,"covid 19",155477
"11986",2020,11,23,"19 vaccine",11833
"11987",2020,11,23,"19 cases",6599
"11988",2020,11,23,"19 pandemic",6026
"11989",2020,11,23,"coronavirus covid19",4211
"11990",2020,11,23,"coronavirus vaccine",4062
"11991",2020,11,23,"covid19 coronavirus",3973
"11992",2020,11,23,"coronavirus cases",3482
"11993",2020,11,23,"coronavirus pandemic",3143
"11994",2020,11,23,"90 effective",2967
"11995",2020,11,23,"new cases",2940
"11996",2020,11,23,"covid19 vaccine",2863
"11997",2020,11,23,"positive covid",2687
"11998",2020,11,23,"new covid",2651
"11999",2020,11,23,"public health",2507
"12000",2020,11,23,"stay home",2392
"12001",2020,11,23,"wear mask",2276
"12002",2020,11,23,"vaccine 90",2237
"12003",2020,11,23,"oxford covid",2215
"12004",2020,11,23,"covid19 pandemic",2162
"12005",2020,11,23,"19 vaccines",2136
"12006",2020,11,23,"due covid",2128
"12007",2020,11,23,"tested positive",2064
"12008",2020,11,23,"university oxford",2030
"12009",2020,11,23,"highly effective",2008
"12010",2020,11,23,"oxford astrazeneca",1852
"12011",2020,11,23,"stay safe",1838
"12012",2020,11,23,"astrazeneca covid",1814
"12013",2020,11,23,"19 testing",1800
"12014",2020,11,23,"casos covid",1793
"12015",2020,11,23,"23 11",1781
"12016",2020,11,23,"covid19 cases",1768
"12017",2020,11,23,"new york",1740
"12018",2020,11,23,"vacuna covid",1639
"12019",2020,11,23,"nuevos casos",1619
"12020",2020,11,23,"19 test",1581
"12021",2020,11,23,"bad bunny",1578
"12022",2020,11,23,"new coronavirus",1577
"12023",2020,11,23,"astrazeneca oxford",1572
"12024",2020,11,23,"vaccine highly",1570
"12025",2020,11,23,"covid19 covid",1497
"12026",2020,11,23,"oxford university",1425
"12027",2020,11,23,"social distancing",1395
"12028",2020,11,23,"coronavirus covid",1356
"12029",2020,11,23,"good news",1332
"12030",2020,11,23,"coronavirus restrictions",1322
"12031",2020,11,23,"11 2020",1295
"12032",2020,11,23,"positivo covid",1276
"12033",2020,11,23,"19 patients",1273
"12034",2020,11,23,"via youtube",1268
"12035",2020,11,23,"oxford vaccine",1228
"12036",2020,11,24,"covid 19",150712
"12037",2020,11,24,"19 vaccine",7962
"12038",2020,11,24,"19 cases",6263
"12039",2020,11,24,"19 pandemic",5746
"12040",2020,11,24,"coronavirus covid19",3942
"12041",2020,11,24,"covid19 coronavirus",3600
"12042",2020,11,24,"coronavirus pandemic",3271
"12043",2020,11,24,"coronavirus cases",3076
"12044",2020,11,24,"new cases",2934
"12045",2020,11,24,"coronavirus vaccine",2755
"12046",2020,11,24,"new covid",2650
"12047",2020,11,24,"19 vaccines",2490
"12048",2020,11,24,"positive covid",2240
"12049",2020,11,24,"public health",2203
"12050",2020,11,24,"covid19 pandemic",2176
"12051",2020,11,24,"covid19 vaccine",2069
"12052",2020,11,24,"due covid",2025
"12053",2020,11,24,"stay home",1987
"12054",2020,11,24,"wear mask",1970
"12055",2020,11,24,"casos covid",1850
"12056",2020,11,24,"24 11",1763
"12057",2020,11,24,"nuevos casos",1696
"12058",2020,11,24,"stay safe",1657
"12059",2020,11,24,"tested positive",1638
"12060",2020,11,24,"covid19 cases",1602
"12061",2020,11,24,"coronavirus covid",1568
"12062",2020,11,24,"19 testing",1521
"12063",2020,11,24,"19 deaths",1468
"12064",2020,11,24,"white house",1435
"12065",2020,11,24,"19 test",1411
"12066",2020,11,24,"new york",1397
"12067",2020,11,24,"11 2020",1371
"12068",2020,11,24,"covid19 covid",1345
"12069",2020,11,24,"second wave",1344
"12070",2020,11,24,"via youtube",1323
"12071",2020,11,24,"19 patients",1308
"12072",2020,11,24,"new coronavirus",1274
"12073",2020,11,24,"covid coronavirus",1223
"12074",2020,11,24,"social distancing",1222
"12075",2020,11,24,"19 restrictions",1203
"12076",2020,11,24,"24 horas",1200
"12077",2020,11,24,"vacuna covid",1198
"12078",2020,11,24,"da covid",1109
"12079",2020,11,24,"long term",1105
"12080",2020,11,24,"19 via",1104
"12081",2020,11,24,"cases covid",1097
"12082",2020,11,24,"active cases",1095
"12083",2020,11,24,"coronavirus restrictions",1089
"12084",2020,11,24,"due covid19",1071
"12085",2020,11,24,"health care",1051
"12086",2020,11,24,"casos coronavirus",1037
"12087",2020,11,25,"covid 19",137878
"12088",2020,11,25,"19 pandemic",5671
"12089",2020,11,25,"19 vaccine",5531
"12090",2020,11,25,"19 cases",5362
"12091",2020,11,25,"coronavirus covid19",3956
"12092",2020,11,25,"coronavirus pandemic",3436
"12093",2020,11,25,"covid19 coronavirus",3365
"12094",2020,11,25,"coronavirus cases",3201
"12095",2020,11,25,"new cases",2986
"12096",2020,11,25,"positive covid",2827
"12097",2020,11,25,"new covid",2403
"12098",2020,11,25,"covid19 pandemic",2397
"12099",2020,11,25,"public health",2381
"12100",2020,11,25,"due covid",2214
"12101",2020,11,25,"tested positive",1990
"12102",2020,11,25,"25 11",1932
"12103",2020,11,25,"stay home",1903
"12104",2020,11,25,"19 vaccines",1837
"12105",2020,11,25,"wear mask",1774
"12106",2020,11,25,"coronavirus vaccine",1760
"12107",2020,11,25,"casos covid",1713
"12108",2020,11,25,"violence women",1679
"12109",2020,11,25,"19 deaths",1668
"12110",2020,11,25,"stay safe",1634
"12111",2020,11,25,"covid19 covid",1612
"12112",2020,11,25,"11 2020",1560
"12113",2020,11,25,"tests positive",1546
"12114",2020,11,25,"coronavirus covid",1541
"12115",2020,11,25,"nuevos casos",1521
"12116",2020,11,25,"covid19 vaccine",1430
"12117",2020,11,25,"covid coronavirus",1402
"12118",2020,11,25,"covid19 cases",1379
"12119",2020,11,25,"new coronavirus",1374
"12120",2020,11,25,"via youtube",1287
"12121",2020,11,25,"24 horas",1256
"12122",2020,11,25,"new york",1220
"12123",2020,11,25,"24 hours",1199
"12124",2020,11,25,"19 testing",1161
"12125",2020,11,25,"thank god",1154
"12126",2020,11,25,"19 restrictions",1129
"12127",2020,11,25,"social distancing",1120
"12128",2020,11,25,"19 test",1114
"12129",2020,11,25,"nick saban",1101
"12130",2020,11,25,"spread covid",1070
"12131",2020,11,25,"many people",1062
"12132",2020,11,25,"sars cov",1061
"12133",2020,11,25,"death toll",1059
"12134",2020,11,25,"loved ones",1054
"12135",2020,11,25,"19 patients",1044
"12136",2020,11,25,"active cases",1033
"12137",2020,11,25,"last week",1010
"12138",2020,11,26,"covid 19",127210
"12139",2020,11,26,"supreme court",6211
"12140",2020,11,26,"19 vaccine",4897
"12141",2020,11,26,"19 pandemic",4872
"12142",2020,11,26,"19 cases",3844
"12143",2020,11,26,"new york",3838
"12144",2020,11,26,"coronavirus covid19",3257
"12145",2020,11,26,"jalin persatuan",3150
"12146",2020,11,26,"coronavirus pandemic",2889
"12147",2020,11,26,"19 restrictions",2673
"12148",2020,11,26,"positive covid",2622
"12149",2020,11,26,"coronavirus cases",2556
"12150",2020,11,26,"covid19 coronavirus",2517
"12151",2020,11,26,"new cases",2419
"12152",2020,11,26,"happy thanksgiving",2242
"12153",2020,11,26,"pandemi covid",2199
"12154",2020,11,26,"pilkada 2020",2117
"12155",2020,11,26,"due covid",2098
"12156",2020,11,26,"pilkada serentak",2045
"12157",2020,11,26,"coronavirus restrictions",1976
"12158",2020,11,26,"new covid",1876
"12159",2020,11,26,"public health",1804
"12160",2020,11,26,"pilkadadamaitaatprokesjalin persatuan",1795
"12161",2020,11,26,"26 11",1772
"12162",2020,11,26,"dalam pilkada",1764
"12163",2020,11,26,"covid19 pandemic",1682
"12164",2020,11,26,"pelaksanaan pilkada",1645
"12165",2020,11,26,"protokol kesehatan",1637
"12166",2020,11,26,"pandemi covid19",1632
"12167",2020,11,26,"cegah covid",1627
"12168",2020,11,26,"tested positive",1625
"12169",2020,11,26,"dalam pelaksanaan",1621
"12170",2020,11,26,"untuk cegah",1585
"12171",2020,11,26,"selama pandemi",1582
"12172",2020,11,26,"yang paling",1574
"12173",2020,11,26,"covid19 pilkadadamaitaatprokes",1571
"12174",2020,11,26,"casos covid",1569
"12175",2020,11,26,"19 pilkadadamaitaatprokes",1568
"12176",2020,11,26,"paling penting",1563
"12177",2020,11,26,"sebentar lagi",1562
"12178",2020,11,26,"wajib dijaga",1561
"12179",2020,11,26,"lagi tetap",1560
"12180",2020,11,26,"kerukunan pilihan",1560
"12181",2020,11,26,"pilihan boleh",1560
"12182",2020,11,26,"boleh beda",1560
"12183",2020,11,26,"beda tapi",1560
"12184",2020,11,26,"dijaga yang",1559
"12185",2020,11,26,"jangan lupakan",1559
"12186",2020,11,26,"lupakan untuk",1559
"12187",2020,11,26,"pilkada sebentar",1554
"12188",2020,11,26,"prokes dengan",1546
"12189",2020,11,27,"covid 19",122249
"12190",2020,11,27,"19 vaccine",6176
"12191",2020,11,27,"19 cases",4966
"12192",2020,11,27,"19 pandemic",4342
"12193",2020,11,27,"pelaksanaan pilkada",3820
"12194",2020,11,27,"protokol kesehatan",3523
"12195",2020,11,27,"coronavirus covid19",3470
"12196",2020,11,27,"black friday",2900
"12197",2020,11,27,"coronavirus cases",2891
"12198",2020,11,27,"covid19 coronavirus",2776
"12199",2020,11,27,"wargasehatpilkadaamanjalin persatuan",2700
"12200",2020,11,27,"coronavirus vaccine",2635
"12201",2020,11,27,"new cases",2614
"12202",2020,11,27,"coronavirus pandemic",2501
"12203",2020,11,27,"covid19 polri",2484
"12204",2020,11,27,"due covid",2412
"12205",2020,11,27,"pilkada serentak",2233
"12206",2020,11,27,"new covid",2200
"12207",2020,11,27,"penyebaran covid",2118
"12208",2020,11,27,"jalin persatuan",2117
"12209",2020,11,27,"pandemi covid19",2028
"12210",2020,11,27,"positive covid",2016
"12211",2020,11,27,"saat pilkada",1981
"12212",2020,11,27,"selama pandemi",1927
"12213",2020,11,27,"dalam pelaksanaan",1925
"12214",2020,11,27,"dengan tetap",1920
"12215",2020,11,27,"memperhatikan 3m",1902
"12216",2020,11,27,"3m selama",1902
"12217",2020,11,27,"polri dan",1871
"12218",2020,11,27,"bagi yang",1870
"12219",2020,11,27,"dan asn",1870
"12220",2020,11,27,"saat pelaksanaan",1870
"12221",2020,11,27,"semua elemen",1869
"12222",2020,11,27,"elemen demi",1869
"12223",2020,11,27,"demi realita",1869
"12224",2020,11,27,"realita wargasehatpilkadaaman",1869
"12225",2020,11,27,"wargasehatpilkadaaman dalam",1869
"12226",2020,11,27,"serentak memasuki",1869
"12227",2020,11,27,"memasuki 11",1869
"12228",2020,11,27,"11 jaga",1869
"12229",2020,11,27,"jaga kamtibmas",1869
"12230",2020,11,27,"kamtibmas saat",1869
"12231",2020,11,27,"pilkada dengan",1869
"12232",2020,11,27,"tetap jalin",1869
"12233",2020,11,27,"persatuan bagi",1869
"12234",2020,11,27,"yang hak",1869
"12235",2020,11,27,"hak memilih",1869
"12236",2020,11,27,"memilih memperhatikan",1869
"12237",2020,11,27,"asn netralitas",1869
"12238",2020,11,27,"netralitas saat",1869
"12239",2020,11,27,"1trenggalek semua",1807
"12240",2020,11,28,"covid 19",96973
"12241",2020,11,28,"19 vaccine",5080
"12242",2020,11,28,"19 cases",4660
"12243",2020,11,28,"19 pandemic",2965
"12244",2020,11,28,"coronavirus covid19",2817
"12245",2020,11,28,"coronavirus cases",2320
"12246",2020,11,28,"covid19 coronavirus",2307
"12247",2020,11,28,"coronavirus pandemic",2250
"12248",2020,11,28,"new cases",2216
"12249",2020,11,28,"positive covid",2105
"12250",2020,11,28,"new covid",2005
"12251",2020,11,28,"coronavirus vaccine",1952
"12252",2020,11,28,"due covid",1670
"12253",2020,11,28,"19 deaths",1580
"12254",2020,11,28,"covid19 vaccine",1342
"12255",2020,11,28,"28 11",1317
"12256",2020,11,28,"covid19 pandemic",1315
"12257",2020,11,28,"nuevos casos",1302
"12258",2020,11,28,"johns hopkins",1295
"12259",2020,11,28,"casos covid",1258
"12260",2020,11,28,"19 restrictions",1254
"12261",2020,11,28,"tested positive",1177
"12262",2020,11,28,"via youtube",1159
"12263",2020,11,28,"protokol kesehatan",1139
"12264",2020,11,28,"wear mask",1111
"12265",2020,11,28,"new coronavirus",1109
"12266",2020,11,28,"stay home",1077
"12267",2020,11,28,"public health",1067
"12268",2020,11,28,"tests positive",1040
"12269",2020,11,28,"11 2020",1021
"12270",2020,11,28,"new york",999
"12271",2020,11,28,"coronavirus covid",988
"12272",2020,11,28,"19 patients",945
"12273",2020,11,28,"19 vaccines",935
"12274",2020,11,28,"24 horas",898
"12275",2020,11,28,"casos coronavirus",896
"12276",2020,11,28,"social distancing",894
"12277",2020,11,28,"covid19 cases",881
"12278",2020,11,28,"black friday",845
"12279",2020,11,28,"people died",838
"12280",2020,11,28,"death toll",803
"12281",2020,11,28,"covid covid19",795
"12282",2020,11,28,"coronavirus restrictions",795
"12283",2020,11,28,"13 million",782
"12284",2020,11,28,"says covid",771
"12285",2020,11,28,"many people",767
"12286",2020,11,28,"sars cov",756
"12287",2020,11,28,"19 test",755
"12288",2020,11,28,"vaccine development",747
"12289",2020,11,28,"últimas 24",716
"12290",2020,11,28,"small businesses",705
"12291",2020,11,29,"covid 19",92696
"12292",2020,11,29,"19 vaccine",4333
"12293",2020,11,29,"19 cases",3497
"12294",2020,11,29,"protokol kesehatan",2991
"12295",2020,11,29,"19 pandemic",2613
"12296",2020,11,29,"coronavirus covid19",2570
"12297",2020,11,29,"new cases",2339
"12298",2020,11,29,"covid19 coronavirus",2187
"12299",2020,11,29,"coronavirus pandemic",2001
"12300",2020,11,29,"coronavirus cases",1987
"12301",2020,11,29,"new covid",1847
"12302",2020,11,29,"positive covid",1610
"12303",2020,11,29,"new york",1524
"12304",2020,11,29,"wear mask",1470
"12305",2020,11,29,"tested positive",1417
"12306",2020,11,29,"stay safe",1388
"12307",2020,11,29,"coronavirus vaccine",1354
"12308",2020,11,29,"mematuhi protokol",1277
"12309",2020,11,29,"covid19 pandemic",1270
"12310",2020,11,29,"pencegahan covid",1269
"12311",2020,11,29,"pilkada serentak",1266
"12312",2020,11,29,"due covid",1233
"12313",2020,11,29,"19 deaths",1222
"12314",2020,11,29,"nuevos casos",1220
"12315",2020,11,29,"2020 dengan",1214
"12316",2020,11,29,"serentak 2020",1204
"12317",2020,11,29,"19 untuk",1183
"12318",2020,11,29,"kesehatan pencegahan",1171
"12319",2020,11,29,"selalu mematuhi",1170
"12320",2020,11,29,"dalam pilkada",1169
"12321",2020,11,29,"29 11",1166
"12322",2020,11,29,"dengan selalu",1162
"12323",2020,11,29,"gunakan hak",1161
"12324",2020,11,29,"hak pilih",1154
"12325",2020,11,29,"untuk menghindari",1153
"12326",2020,11,29,"pilih dalam",1145
"12327",2020,11,29,"menghindari klaster",1144
"12328",2020,11,29,"klaster corona",1144
"12329",2020,11,29,"casos covid",1130
"12330",2020,11,29,"dalam lindungan",1115
"12331",2020,11,29,"memilih dalam",1113
"12332",2020,11,29,"lindungan protokol",1113
"12333",2020,11,29,"public health",1078
"12334",2020,11,29,"covid covid19",1068
"12335",2020,11,29,"protokol kesehatanyuk",1059
"12336",2020,11,29,"kesehatanyuk gunakan",1059
"12337",2020,11,29,"social distancing",1010
"12338",2020,11,29,"via youtube",1004
"12339",2020,11,29,"coronavirus covid",972
"12340",2020,11,29,"stay home",945
"12341",2020,11,29,"tetap memilih",910
"12342",2020,11,30,"covid 19",144135
"12343",2020,11,30,"19 vaccine",8888
"12344",2020,11,30,"19 pandemic",5289
"12345",2020,11,30,"19 cases",5050
"12346",2020,11,30,"scott atlas",3772
"12347",2020,11,30,"coronavirus covid19",3644
"12348",2020,11,30,"coronavirus vaccine",3278
"12349",2020,11,30,"covid19 coronavirus",3224
"12350",2020,11,30,"coronavirus pandemic",2750
"12351",2020,11,30,"new cases",2728
"12352",2020,11,30,"coronavirus cases",2596
"12353",2020,11,30,"atlas resigns",2317
"12354",2020,11,30,"new covid",2316
"12355",2020,11,30,"due covid",2221
"12356",2020,11,30,"thank god",2215
"12357",2020,11,30,"casos covid",1997
"12358",2020,11,30,"positive covid",1921
"12359",2020,11,30,"dr scott",1890
"12360",2020,11,30,"wear mask",1846
"12361",2020,11,30,"covid19 pandemic",1845
"12362",2020,11,30,"tested positive",1812
"12363",2020,11,30,"public health",1784
"12364",2020,11,30,"vacuna covid",1726
"12365",2020,11,30,"nuevos casos",1709
"12366",2020,11,30,"covid19 vaccine",1664
"12367",2020,11,30,"30 11",1640
"12368",2020,11,30,"emergency use",1506
"12369",2020,11,30,"health care",1491
"12370",2020,11,30,"trump coronavirus",1455
"12371",2020,11,30,"new york",1444
"12372",2020,11,30,"19 vaccines",1440
"12373",2020,11,30,"protokol kesehatan",1419
"12374",2020,11,30,"white house",1393
"12375",2020,11,30,"19 testing",1354
"12376",2020,11,30,"stay safe",1346
"12377",2020,11,30,"coronavirus covid",1311
"12378",2020,11,30,"stay home",1308
"12379",2020,11,30,"covid19 cases",1298
"12380",2020,11,30,"19 patients",1297
"12381",2020,11,30,"19 restrictions",1253
"12382",2020,11,30,"new coronavirus",1239
"12383",2020,11,30,"please get",1203
"12384",2020,11,30,"would make",1182
"12385",2020,11,30,"19 test",1177
"12386",2020,11,30,"recovering covid",1162
"12387",2020,11,30,"covid covid19",1142
"12388",2020,11,30,"entire year",1136
"12389",2020,11,30,"positive coronavirus",1135
"12390",2020,11,30,"throughout pandemic",1135
"12391",2020,11,30,"positif covid",1125
"12392",2020,11,30,"good news",1120
"12393",2020,12,1,"covid 19",146157
"12394",2020,12,1,"19 vaccine",7450
"12395",2020,12,1,"19 pandemic",5824
"12396",2020,12,1,"19 cases",5100
"12397",2020,12,1,"lewis hamilton",4342
"12398",2020,12,1,"get well",3832
"12399",2020,12,1,"well soon",3561
"12400",2020,12,1,"coronavirus covid19",3560
"12401",2020,12,1,"positive covid",3539
"12402",2020,12,1,"coronavirus vaccine",3295
"12403",2020,12,1,"covid19 coronavirus",3143
"12404",2020,12,1,"coronavirus pandemic",3113
"12405",2020,12,1,"thank god",2919
"12406",2020,12,1,"new cases",2766
"12407",2020,12,1,"coronavirus cases",2465
"12408",2020,12,1,"tested positive",2270
"12409",2020,12,1,"scott atlas",2253
"12410",2020,12,1,"new covid",2220
"12411",2020,12,1,"health care",2215
"12412",2020,12,1,"covid19 pandemic",2166
